Drug_name	DrugBank_ID	CHEMBL_ID	Gene_name	UniProt	Source	EntrezID
perphenazine	DB00850	CHEMBL567	HTR2A	P28223	IUPHAR	3356
perphenazine	DB00850	CHEMBL567	HTR2C	P28335	IUPHAR,BindingDB	3358
perphenazine	DB00850	CHEMBL567	HTR6	P50406	IUPHAR,BindingDB	3362
perphenazine	DB00850	CHEMBL567	HTR7	P34969	CHEMBL,TTD,IUPHAR,BindingDB	3363
perphenazine	DB00850	CHEMBL567	KCNH2	Q12809	CHEMBL	3757
pertuzumab	DB06366	CHEMBL2007641	ERBB2	P04626	IUPHAR	2064
pexidartinib	DB12978	CHEMBL3813873	AURKB	Q96GD4	CHEMBL	9212
pexidartinib	DB12978	CHEMBL3813873	CDK19	Q9BWU1	IUPHAR	23097
pexidartinib	DB12978	CHEMBL3813873	CSF1R	P07333	CHEMBL,TTD,IUPHAR	1436
pexidartinib	DB12978	CHEMBL3813873	EGFR	EGFR_HUMAN	TTD	1956
pexidartinib	DB12978	CHEMBL3813873	FLT1	P17948	IUPHAR	2321
pexidartinib	DB12978	CHEMBL3813873	FLT3	P36888	CHEMBL,TTD,IUPHAR	2322
pexidartinib	DB12978	CHEMBL3813873	KDR	P35968	IUPHAR	3791
pexidartinib	DB12978	CHEMBL3813873	KIT	P10721	CHEMBL,TTD,IUPHAR	3815
pexidartinib	DB12978	CHEMBL3813873	LCK	P06239	IUPHAR	3932
pexidartinib	DB12978	CHEMBL3813873	NTRK3	Q16288	IUPHAR	4916
phenazocine	DB13606	CHEMBL46399	OPRK1	P41145	CHEMBL	4986
phenelzine	DB00780	CHEMBL1089	AOC3	AOC3_HUMAN	TTD,IUPHAR	8639
phenelzine	DB00780	CHEMBL1089	CYP2C19	P33261	CHEMBL	1557
phenelzine	DB00780	CHEMBL1089	CYP2C8	P10632	IUPHAR	1558
phenelzine	DB00780	CHEMBL1089	CYP2C9	P11712	CHEMBL	1559
phenelzine	DB00780	CHEMBL1089	CYP2D6	P10635	CHEMBL	1565
phenelzine	DB00780	CHEMBL1089	CYP3A4	P08684	CHEMBL	1576
phenelzine	DB00780	CHEMBL1089	KDM1A	O60341	CHEMBL,TTD,BindingDB	23028
phenelzine	DB00780	CHEMBL1089	MAOA	P21397	CHEMBL,TTD,IUPHAR	4128
phenelzine	DB00780	CHEMBL1089	MAOB	P27338	CHEMBL,TTD,IUPHAR	4129
phenelzine	DB00780	CHEMBL1089	SLC6A2	P23975	IUPHAR	6530
phenelzine	DB00780	CHEMBL1089	SLC6A3	Q01959	IUPHAR,BindingDB	6531
phenelzine	DB00780	CHEMBL1089	SLC6A4	P31645	IUPHAR	6532
pheniramine	DB01620	CHEMBL1193	HRH4	Q91ZY3	BindingDB	59340
phenol	DB03255	CHEMBL14060	CA1	P00915	BindingDB	759
phenol	DB03255	CHEMBL14060	CA12	O43570	CHEMBL,BindingDB	771
phenol	DB03255	CHEMBL14060	CA2	P00918	CHEMBL,BindingDB	760
phenol	DB03255	CHEMBL14060	CA3	P07451	CHEMBL	761
phenol	DB03255	CHEMBL14060	CA4	P22748	CHEMBL,BindingDB	762
phenol	DB03255	CHEMBL14060	CA9	Q16790	CHEMBL,BindingDB	768
phenolphthalein	DB04824	CHEMBL63857	GPR55	Q9Y2T6	BindingDB	9290
phenolphthalein	DB04824	CHEMBL63857	TYMS	P04818	CHEMBL	7298
phenoxybenzamine	DB00925	CHEMBL753	ADRA2B	P18089	IUPHAR	151
phenoxybenzamine	DB00925	CHEMBL753	SLC22A2	O15244	BindingDB	6582
phenoxybenzamine	DB00925	CHEMBL753	SLC22A3	O88446	BindingDB	6581
phentermine	DB00191	CHEMBL1574	TAAR1	TAAR1_HUMAN	TTD	134864
phentolamine	DB00692	CHEMBL597	AANAT	Q64666	BindingDB	15
phentolamine	DB00692	CHEMBL597	ADRA1A	P35348	CHEMBL,TTD,IUPHAR,BindingDB	148
phentolamine	DB00692	CHEMBL597	ADRA1B	P35368	CHEMBL,TTD,IUPHAR	147
phentolamine	DB00692	CHEMBL597	ADRA1D	P25100	CHEMBL,TTD,IUPHAR	146
phentolamine	DB00692	CHEMBL597	ADRA2A	P08913	CHEMBL,TTD,IUPHAR	150
phentolamine	DB00692	CHEMBL597	ADRA2B	P18089	CHEMBL,TTD,IUPHAR	151
phentolamine	DB00692	CHEMBL597	ADRA2C	P18825	CHEMBL,TTD,IUPHAR	152
phentolamine	DB00692	CHEMBL597	CYP2D6	P10635	CHEMBL	1565
phentolamine	DB00692	CHEMBL597	HRH1	P35367	BindingDB	3269
phentolamine	DB00692	CHEMBL597	HTR2A	P28223	CHEMBL	3356
phentolamine	DB00692	CHEMBL597	HTR2B	P41595	CHEMBL	3357
phentolamine	DB00692	CHEMBL597	HTR2C	P28335	CHEMBL	3358
phentolamine	DB00692	CHEMBL597	NISCH	Q9Y2I1	CHEMBL,TTD	11188
phentolamine	DB00692	CHEMBL597	SCN1A	P35498	CHEMBL	6323
phentolamine	DB00692	CHEMBL597	SIGMAR1	SGMR1_HUMAN	TTD,BindingDB	10280
phenylbutazone	DB00812	CHEMBL101	PTGS1	P23219	CHEMBL,IUPHAR	5742
phenylephrine	DB00388	CHEMBL1215	ADRA1A	P35348	CHEMBL,TTD,IUPHAR,BindingDB	148
phenylephrine	DB00388	CHEMBL1215	ADRA1B	P35368	CHEMBL,TTD,IUPHAR	147
phenylephrine	DB00388	CHEMBL1215	ADRA2A	P08913	CHEMBL	150
phenylephrine	DB00388	CHEMBL1215	ADRB3	P26255	BindingDB	155
phenytoin	DB00252	CHEMBL16	CYP2C9	CP2C9_HUMAN	TTD	1559
physostigmine	DB00981	CHEMBL94	ACHE	P22303	CHEMBL,IUPHAR,BindingDB	43
physostigmine	DB00981	CHEMBL94	BCHE	P06276	CHEMBL,IUPHAR,BindingDB	590
physostigmine	DB00981	CHEMBL94	CYP2D6	P10635	CHEMBL	1565
pilocarpine	DB01085	CHEMBL550	CHRM1	ACM1_HUMAN	TTD,IUPHAR	1128
pilocarpine	DB01085	CHEMBL550	CHRM3	P20309	IUPHAR	1131
pilocarpine	DB01085	CHEMBL550	CHRM4	P08173	IUPHAR	1132
pilocarpine	DB01085	CHEMBL550	CHRM5	P08912	IUPHAR	1133
pilocarpine	DB01085	CHEMBL550	CYP2A13	Q16696	BindingDB	1553
pilocarpine	DB01085	CHEMBL550	CYP2A6	CP2A6_HUMAN	TTD,BindingDB	1548
pimavanserin	DB05316	CHEMBL2111101	HTR2A	5HT2A_HUMAN	TTD,IUPHAR	3356
pimavanserin	DB05316	CHEMBL2111101	HTR2C	P28335	BindingDB	3358
pimecrolimus	DB00337	CHEMBL1200686	ABCB11	ABCBB_HUMAN	TTD	8647
pimozide	DB01100	CHEMBL1423	ABCB1	MDR1_HUMAN	TTD	5243
pimozide	DB01100	CHEMBL1423	ABCB11	ABCBB_HUMAN	TTD	8647
pimozide	DB01100	CHEMBL1423	ADRA1A	P35348	BindingDB	148
pimozide	DB01100	CHEMBL1423	CACNA1C	P22002	BindingDB	775
pimozide	DB01100	CHEMBL1423	CACNA1G	O43497	CHEMBL,BindingDB	8913
pimozide	DB01100	CHEMBL1423	CACNA1I	Q9P0X4	IUPHAR	8911
pimozide	DB01100	CHEMBL1423	CHRM3	P11483	BindingDB	1131
pimozide	DB01100	CHEMBL1423	CYP3A4	CP3A4_HUMAN	TTD	1576
pimozide	DB01100	CHEMBL1423	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
pimozide	DB01100	CHEMBL1423	DRD3	P35462	IUPHAR	1814
pimozide	DB01100	CHEMBL1423	GLRA1	P23415	CHEMBL,TTD	2741
pimozide	DB01100	CHEMBL1423	HRH1	P35367	IUPHAR,BindingDB	3269
pimozide	DB01100	CHEMBL1423	HRH4	Q9H3N8	CHEMBL,TTD,BindingDB	59340
pimozide	DB01100	CHEMBL1423	HTR1A	P08908	IUPHAR	3350
pimozide	DB01100	CHEMBL1423	HTR1D	Q61224	BindingDB	3352
pimozide	DB01100	CHEMBL1423	HTR2A	P28223	IUPHAR	3356
pimozide	DB01100	CHEMBL1423	HTR2C	P28335	BindingDB	3358
pimozide	DB01100	CHEMBL1423	HTR6	P50406	CHEMBL,TTD,BindingDB	3362
pimozide	DB01100	CHEMBL1423	HTR7	P34969	BindingDB	3363
pimozide	DB01100	CHEMBL1423	KCNA10	Q16322	IUPHAR	3744
pimozide	DB01100	CHEMBL1423	KCNH2	Q12809	CHEMBL,TTD,BindingDB	3757
pimozide	DB01100	CHEMBL1423	KCNK2	O95069	CHEMBL	3776
pimozide	DB01100	CHEMBL1423	OPRD1	P41143	CHEMBL,TTD,BindingDB	4985
pimozide	DB01100	CHEMBL1423	OPRK1	P41145	CHEMBL,TTD,BindingDB	4986
pimozide	DB01100	CHEMBL1423	OPRM1	P35372	CHEMBL,TTD,BindingDB	4988
pimozide	DB01100	CHEMBL1423	USP1	O94782	CHEMBL,TTD	7398
pinacidil	DB06762	CHEMBL1159	ABCC9	O60706	CHEMBL,TTD	10060
pinacidil	DB06762	CHEMBL1159	KCNJ11	Q14654	CHEMBL	3767
pinaverium	DB09090	CHEMBL1909324	CACNB2	Q9MZL5	BindingDB	783
pindolol	DB00960	CHEMBL500	ADRB1	P08588	CHEMBL,TTD,IUPHAR,BindingDB	153
pindolol	DB00960	CHEMBL500	ADRB2	P07550	CHEMBL,TTD,IUPHAR,BindingDB	154
pindolol	DB00960	CHEMBL500	ADRB3	P13945	CHEMBL,BindingDB	155
pindolol	DB00960	CHEMBL500	HTR1A	P08908	CHEMBL,TTD,IUPHAR	3350
pindolol	DB00960	CHEMBL500	HTR1B	5HT1B_HUMAN	TTD,BindingDB	3351
pindolol	DB00960	CHEMBL500	HTR1D	Q61224	BindingDB	3352
pindolol	DB00960	CHEMBL500	HTR2A	P28223	IUPHAR	3356
pindolol	DB00960	CHEMBL500	HTR2B	P41595	IUPHAR,BindingDB	3357
pioglitazone	DB01132	CHEMBL595	ABCB11	O95342	CHEMBL	8647
pioglitazone	DB01132	CHEMBL595	CA2	P00918	CHEMBL	760
pioglitazone	DB01132	CHEMBL595	CISD1	Q9NZ45	CHEMBL,BindingDB	55847
pioglitazone	DB01132	CHEMBL595	CISD2	Q8N5K1	CHEMBL	493856
pioglitazone	DB01132	CHEMBL595	MAOB	P27338	CHEMBL	4129
pioglitazone	DB01132	CHEMBL595	PPARA	Q07869	CHEMBL	5465
pioglitazone	DB01132	CHEMBL595	PPARG	P37231	CHEMBL,IUPHAR,BindingDB	5468
piperonyl butoxide	DB09350	CHEMBL1201131	CYP3A4	P08684	CHEMBL	1576
pirenzepine	DB00670	CHEMBL9967	CHRM1	P11229	CHEMBL,TTD,IUPHAR	1128
pirenzepine	DB00670	CHEMBL9967	CHRM2	P08172	CHEMBL,TTD,IUPHAR	1129
pirenzepine	DB00670	CHEMBL9967	CHRM3	P20309	CHEMBL,TTD,IUPHAR,BindingDB	1131
pirenzepine	DB00670	CHEMBL9967	CHRM4	P08173	CHEMBL,TTD,IUPHAR	1132
pirenzepine	DB00670	CHEMBL9967	CHRM5	P08912	CHEMBL,TTD,IUPHAR,BindingDB	1133
piroxicam	DB00554	CHEMBL527	PTGS1	P23219	CHEMBL,TTD,IUPHAR,BindingDB	5742
piroxicam	DB00554	CHEMBL527	SLC22A8	Q8TCC7	BindingDB	9376
pitolisant	DB11642	CHEMBL462605	HRH1	HRH1_HUMAN	TTD,IUPHAR	3269
pitolisant	DB11642	CHEMBL462605	HRH3	Q9Y5N1	CHEMBL,TTD,IUPHAR	11255
pitolisant	DB11642	CHEMBL462605	HRH4	HRH4_HUMAN	TTD	59340
pitolisant	DB11642	CHEMBL462605	KCNH2	Q12809	CHEMBL,TTD	3757
plerixafor	DB06809	CHEMBL18442	ACKR3	P25106	IUPHAR	57007
plerixafor	DB06809	CHEMBL18442	CCR2	P41597	CHEMBL,TTD	729230
plerixafor	DB06809	CHEMBL18442	CXCR4	P61073	CHEMBL,IUPHAR	7852
podofilox	DB01179	CHEMBL61	CYP2C19	P33261	CHEMBL	1557
podofilox	DB01179	CHEMBL61	CYP2C9	P11712	CHEMBL	1559
podofilox	DB01179	CHEMBL61	CYP3A4	P08684	CHEMBL	1576
podofilox	DB01179	CHEMBL61	NR3C1	P04150	CHEMBL,TTD	2908
podofilox	DB01179	CHEMBL61	TUBB4B	P68371	CHEMBL	10383
pomalidomide	DB08910	CHEMBL43452	CRBN	Q96SW2	CHEMBL,TTD,IUPHAR	51185
pomalidomide	DB08910	CHEMBL43452	IL1B	P01584	BindingDB	3553
pomalidomide	DB08910	CHEMBL43452	TNF	P06804	BindingDB	7124
ponatinib	DB08901	CHEMBL1171837	ABL1	P00519	CHEMBL,TTD,IUPHAR,BindingDB	25
ponatinib	DB08901	CHEMBL1171837	CDK19	Q9BWU1	IUPHAR	23097
ponatinib	DB08901	CHEMBL1171837	CDK8	P49336	IUPHAR	1024
ponatinib	DB08901	CHEMBL1171837	CSF1R	P07333	CHEMBL	1436
ponatinib	DB08901	CHEMBL1171837	CSK	P41240	CHEMBL	1445
ponatinib	DB08901	CHEMBL1171837	DDR1	Q08345	CHEMBL	780
ponatinib	DB08901	CHEMBL1171837	EGFR	EGFR_HUMAN	TTD	1956
ponatinib	DB08901	CHEMBL1171837	EPHA1	P21709	CHEMBL	2041
ponatinib	DB08901	CHEMBL1171837	FGFR1	P11362	CHEMBL,TTD,BindingDB	2260
ponatinib	DB08901	CHEMBL1171837	FGFR2	P21802	CHEMBL,TTD,BindingDB	2263
ponatinib	DB08901	CHEMBL1171837	FGFR3	P22607	CHEMBL,TTD,BindingDB	2261
ponatinib	DB08901	CHEMBL1171837	FGFR4	P22455	CHEMBL,TTD	2264
ponatinib	DB08901	CHEMBL1171837	FLT1	P17948	CHEMBL,TTD,BindingDB	2321
ponatinib	DB08901	CHEMBL1171837	FLT3	P36888	CHEMBL,TTD	2322
ponatinib	DB08901	CHEMBL1171837	FRK	P42685	CHEMBL	2444
ponatinib	DB08901	CHEMBL1171837	FYN	P06241	CHEMBL	2534
ponatinib	DB08901	CHEMBL1171837	HCK	P08631	CHEMBL	3055
ponatinib	DB08901	CHEMBL1171837	JAK1	P23458	CHEMBL	3716
ponatinib	DB08901	CHEMBL1171837	JAK2	O60674	CHEMBL	3717
ponatinib	DB08901	CHEMBL1171837	KCNH2	Q12809	CHEMBL	3757
ponatinib	DB08901	CHEMBL1171837	KDR	P35968	CHEMBL,TTD,BindingDB	3791
ponatinib	DB08901	CHEMBL1171837	KIT	P10721	CHEMBL,TTD	3815
ponatinib	DB08901	CHEMBL1171837	LCK	P06239	CHEMBL	3932
ponatinib	DB08901	CHEMBL1171837	LYN	P07948	CHEMBL,TTD,BindingDB	4067
ponatinib	DB08901	CHEMBL1171837	PDGFRA	P16234	CHEMBL,TTD,BindingDB	5156
ponatinib	DB08901	CHEMBL1171837	PDGFRB	P09619	CHEMBL,TTD,BindingDB	5159
ponatinib	DB08901	CHEMBL1171837	PRKACA	P17612	CHEMBL	5566
ponatinib	DB08901	CHEMBL1171837	RET	P07949	CHEMBL,TTD,IUPHAR,BindingDB	5979
ponatinib	DB08901	CHEMBL1171837	RIPK1	Q13546	CHEMBL,TTD,IUPHAR	8737
ponatinib	DB08901	CHEMBL1171837	RIPK2	O43353	CHEMBL,IUPHAR	8767
ponatinib	DB08901	CHEMBL1171837	RIPK3	Q9Y572	CHEMBL,IUPHAR,BindingDB	11035
ponatinib	DB08901	CHEMBL1171837	SRC	P12931	CHEMBL,TTD	6714
ponatinib	DB08901	CHEMBL1171837	YES1	P07947	CHEMBL	7525
ponesimod	DB12016	CHEMBL1096146	S1PR1	S1PR1_HUMAN	TTD,IUPHAR	1901
ponesimod	DB12016	CHEMBL1096146	S1PR3	S1PR3_HUMAN	TTD,IUPHAR	1903
ponesimod	DB12016	CHEMBL1096146	S1PR4	O95977	IUPHAR	8698
ponesimod	DB12016	CHEMBL1096146	S1PR5	Q9H228	IUPHAR	53637
posaconazole	DB01263	CHEMBL1397	ABCB11	ABCBB_HUMAN	TTD	8647
posaconazole	DB01263	CHEMBL1397	CYP11B1	C11B1_HUMAN	TTD	1584
posaconazole	DB01263	CHEMBL1397	CYP11B2	C11B2_HUMAN	TTD	1585
posaconazole	DB01263	CHEMBL1397	CYP17A1	CP17A_HUMAN	TTD	1586
posaconazole	DB01263	CHEMBL1397	CYP19A1	CP19A_HUMAN	TTD	1588
posaconazole	DB01263	CHEMBL1397	CYP2C9	CP2C9_HUMAN	TTD	1559
posaconazole	DB01263	CHEMBL1397	CYP3A4	CP3A4_HUMAN	TTD	1576
posaconazole	DB01263	CHEMBL1397	CYP8B1	Q9UNU6	CHEMBL	1582
practolol	DB01297	CHEMBL6995	ADRB1	P08588	IUPHAR,BindingDB	153
practolol	DB01297	CHEMBL6995	ADRB2	P07550	BindingDB	154
pralatrexate	DB06813	CHEMBL1201746	DHFR	P00374	IUPHAR	1719
pralatrexate	DB06813	CHEMBL1201746	FOLR1	P15328	CHEMBL,TTD	2348
pralatrexate	DB06813	CHEMBL1201746	SLC19A1	P41440	CHEMBL,TTD	6573
pralatrexate	DB06813	CHEMBL1201746	SLC46A1	Q96NT5	CHEMBL,TTD	113235
pralsetinib	DB15822	CHEMBL4582651	FLT3	P36888	CHEMBL	2322
pralsetinib	DB15822	CHEMBL4582651	JAK2	O60674	CHEMBL	3717
pralsetinib	DB15822	CHEMBL4582651	KDR	P35968	IUPHAR	3791
pralsetinib	DB15822	CHEMBL4582651	RET	P07949	CHEMBL,IUPHAR	5979
pramipexole	DB00413	CHEMBL301265	AANAT	Q64666	BindingDB	15
pramipexole	DB00413	CHEMBL301265	ADRA1A	ADA1A_HUMAN	TTD	148
pramipexole	DB00413	CHEMBL301265	ADRA2A	ADA2A_HUMAN	TTD	150
pramipexole	DB00413	CHEMBL301265	ADRA2B	ADA2B_HUMAN	TTD	151
pramipexole	DB00413	CHEMBL301265	ADRA2C	ADA2C_HUMAN	TTD	152
pramipexole	DB00413	CHEMBL301265	ADRB2	ADRB2_HUMAN	TTD	154
pramipexole	DB00413	CHEMBL301265	ADRB3	ADRB3_HUMAN	TTD	155
pramipexole	DB00413	CHEMBL301265	CHRM1	ACM1_HUMAN	TTD	1128
pramipexole	DB00413	CHEMBL301265	CHRM2	ACM2_HUMAN	TTD	1129
pramipexole	DB00413	CHEMBL301265	CHRM3	ACM3_HUMAN	TTD	1131
pramipexole	DB00413	CHEMBL301265	DRD1	DRD1_HUMAN	TTD	1812
pramipexole	DB00413	CHEMBL301265	DRD2	P14416	CHEMBL,TTD,IUPHAR	1813
pramipexole	DB00413	CHEMBL301265	DRD3	P35462	CHEMBL,TTD,IUPHAR	1814
pramipexole	DB00413	CHEMBL301265	DRD4	P21917	CHEMBL,TTD	1815
pramipexole	DB00413	CHEMBL301265	DRD5	DRD5_HUMAN	TTD	1816
pramipexole	DB00413	CHEMBL301265	HRH2	HRH2_HUMAN	TTD,BindingDB	3274
pramipexole	DB00413	CHEMBL301265	HRH4	HRH4_HUMAN	TTD	59340
pramipexole	DB00413	CHEMBL301265	HTR1A	5HT1A_HUMAN	TTD	3350
pramipexole	DB00413	CHEMBL301265	HTR1B	5HT1B_HUMAN	TTD	3351
pramipexole	DB00413	CHEMBL301265	HTR1D	5HT1D_HUMAN	TTD	3352
pramipexole	DB00413	CHEMBL301265	HTR1E	5HT1E_HUMAN	TTD	3354
pramipexole	DB00413	CHEMBL301265	HTR3A	5HT3A_HUMAN	TTD	3359
pramipexole	DB00413	CHEMBL301265	HTR5A	5HT5A_HUMAN	TTD	3361
pramipexole	DB00413	CHEMBL301265	HTR6	5HT6R_HUMAN	TTD	3362
pramipexole	DB00413	CHEMBL301265	HTR7	5HT7R_HUMAN	TTD,BindingDB	3363
pramipexole	DB00413	CHEMBL301265	OPRD1	OPRD_HUMAN	TTD	4985
pramipexole	DB00413	CHEMBL301265	SIGMAR1	SGMR1_HUMAN	TTD,BindingDB	10280
pramlintide	DB01278	CHEMBL2103758	CALCR	P30988	IUPHAR	799
prasterone	DB01708	CHEMBL90593	G6PD	P11413	CHEMBL,TTD	2539
prasterone	DB01708	CHEMBL90593	GPBAR1	GPBAR_HUMAN	TTD,BindingDB	151306
prasterone	DB01708	CHEMBL90593	NPC1L1	NPCL1_HUMAN	TTD	29881
prasterone	DB01708	CHEMBL90593	SERPINA6	CBG_HUMAN	TTD	866
prasterone	DB01708	CHEMBL90593	SHBG	P08689	BindingDB	6462
pravastatin	DB00175	CHEMBL1144	HMGCR	P04035	CHEMBL,TTD,IUPHAR	3156
pravastatin	DB00175	CHEMBL1144	SLCO1B1	SO1B1_HUMAN	TTD	10599
pravastatin	DB00175	CHEMBL1144	SQLE	ERG1_HUMAN	TTD	6713
prazosin	DB00457	CHEMBL2	ADRA1A	P35348	CHEMBL,TTD,IUPHAR,BindingDB	148
prazosin	DB00457	CHEMBL2	ADRA1B	P35368	CHEMBL,TTD,IUPHAR	147
prazosin	DB00457	CHEMBL2	ADRA1D	P25100	CHEMBL,TTD,IUPHAR	146
prazosin	DB00457	CHEMBL2	ADRA2A	P08913	CHEMBL,TTD,IUPHAR	150
prazosin	DB00457	CHEMBL2	ADRA2B	P18089	CHEMBL,TTD,IUPHAR,BindingDB	151
prazosin	DB00457	CHEMBL2	ADRA2C	P18825	CHEMBL,TTD,IUPHAR	152
prazosin	DB00457	CHEMBL2	DRD3	DRD3_HUMAN	TTD	1814
prazosin	DB00457	CHEMBL2	DRD4	P21917	CHEMBL,TTD	1815
prazosin	DB00457	CHEMBL2	HTR1A	5HT1A_HUMAN	TTD	3350
prazosin	DB00457	CHEMBL2	HTR1B	5HT1B_HUMAN	TTD	3351
prazosin	DB00457	CHEMBL2	HTR1D	P28221	CHEMBL,TTD,BindingDB	3352
prazosin	DB00457	CHEMBL2	HTR2B	P41595	CHEMBL	3357
prazosin	DB00457	CHEMBL2	KCNH2	KCNH2_HUMAN	TTD,BindingDB	3757
prazosin	DB00457	CHEMBL2	MMP1	P03956	CHEMBL	4312
prazosin	DB00457	CHEMBL2	MMP9	P14780	CHEMBL	4318
prazosin	DB00457	CHEMBL2	NQO2	P16083	CHEMBL,TTD,BindingDB	4835
prazosin	DB00457	CHEMBL2	SLC22A1	O15245	CHEMBL	6580
prazosin	DB00457	CHEMBL2	SLC47A1	Q96FL8	CHEMBL,TTD,BindingDB	55244
prednisolone	DB00860	CHEMBL131	ADAM17	P78536	CHEMBL	6868
prednisolone	DB00860	CHEMBL131	AR	P10275	CHEMBL,TTD,BindingDB	367
prednisolone	DB00860	CHEMBL131	ESR1	ESR1_HUMAN	TTD	2099
prednisolone	DB00860	CHEMBL131	ESR2	ESR2_HUMAN	TTD	2100
prednisolone	DB00860	CHEMBL131	GLUL	P15104	CHEMBL,TTD	2752
prednisolone	DB00860	CHEMBL131	GPBAR1	Q8TDU6	CHEMBL,TTD,BindingDB	151306
prednisolone	DB00860	CHEMBL131	IL6	P05231	CHEMBL	3569
prednisolone	DB00860	CHEMBL131	NR3C1	P04150	CHEMBL,TTD,IUPHAR	2908
prednisolone	DB00860	CHEMBL131	NR3C2	P08235	CHEMBL,TTD,IUPHAR,BindingDB	4306
prednisolone	DB00860	CHEMBL131	PGR	P06401	CHEMBL,TTD	5241
prednisolone	DB00860	CHEMBL131	SERPINA6	CBG_HUMAN	TTD	866
prednisolone	DB00860	CHEMBL131	TNF	P06804	BindingDB	7124
prednisone	DB00635	CHEMBL635	NR3C1	P04150	CHEMBL,IUPHAR	2908
pregabalin	DB00230	CHEMBL1059	CACNA2D1	P54289	CHEMBL	781
pregabalin	DB00230	CHEMBL1059	CACNA2D2	Q9NY47	CHEMBL	9254
prenylamine	DB04825	CHEMBL24072	KCNH2	O08703	BindingDB	3757
prenylamine	DB04825	CHEMBL24072	SCN1A	P35498	CHEMBL	6323
primaquine	DB01087	CHEMBL506	CYP1A2	P05177	CHEMBL	1544
primaquine	DB01087	CHEMBL506	NQO2	P16083	CHEMBL,TTD	4835
primaquine	DB01087	CHEMBL506	SENP8	Q96LD8	BindingDB	123228
primaquine	DB01087	CHEMBL506	SLC6A4	P31645	CHEMBL	6532
primidone	DB00794	CHEMBL856	TRPM3	Q9HCF6	IUPHAR	80036
probenecid	DB01032	CHEMBL897	CA1	CAH1_HUMAN	TTD	759
probenecid	DB01032	CHEMBL897	CA12	O43570	CHEMBL,TTD,BindingDB	771
probenecid	DB01032	CHEMBL897	CA2	P00918	CHEMBL,TTD,BindingDB	760
probenecid	DB01032	CHEMBL897	CA9	Q16790	CHEMBL,TTD,BindingDB	768
probenecid	DB01032	CHEMBL897	SLC22A6	Q8VC69	BindingDB	9356
probenecid	DB01032	CHEMBL897	SLC22A8	Q8TCC7	CHEMBL,BindingDB	9376
probucol	DB01599	CHEMBL608	HPN	P05981	CHEMBL,BindingDB	3249
probucol	DB01599	CHEMBL608	SIRT5	Q9NXA8	CHEMBL	23408
procainamide	DB01035	CHEMBL640	ACHE	P22303	CHEMBL,TTD,BindingDB	43
prochlorperazine	DB00433	CHEMBL728	ABCB11	ABCBB_HUMAN	TTD	8647
prochlorperazine	DB00433	CHEMBL728	ADRA1A	P35348	BindingDB	148
prochlorperazine	DB00433	CHEMBL728	ADRA1D	P25100	CHEMBL	146
prochlorperazine	DB00433	CHEMBL728	ADRA2A	P08913	CHEMBL	150
prochlorperazine	DB00433	CHEMBL728	ADRA2B	P18089	CHEMBL	151
prochlorperazine	DB00433	CHEMBL728	ADRA2C	P18825	CHEMBL	152
prochlorperazine	DB00433	CHEMBL728	CHRM1	P11229	CHEMBL	1128
prochlorperazine	DB00433	CHEMBL728	CHRM2	P08172	CHEMBL	1129
prochlorperazine	DB00433	CHEMBL728	CHRM3	P20309	CHEMBL	1131
prochlorperazine	DB00433	CHEMBL728	CHRM4	P08173	CHEMBL	1132
prochlorperazine	DB00433	CHEMBL728	CHRM5	P08912	CHEMBL	1133
prochlorperazine	DB00433	CHEMBL728	CYP1A2	P05177	CHEMBL	1544
prochlorperazine	DB00433	CHEMBL728	CYP2D6	P10635	CHEMBL	1565
prochlorperazine	DB00433	CHEMBL728	DRD1	P21728	CHEMBL,IUPHAR	1812
prochlorperazine	DB00433	CHEMBL728	DRD2	P14416	CHEMBL,IUPHAR	1813
prochlorperazine	DB00433	CHEMBL728	DRD3	P35462	CHEMBL,IUPHAR	1814
prochlorperazine	DB00433	CHEMBL728	DRD4	P21917	CHEMBL,IUPHAR	1815
prochlorperazine	DB00433	CHEMBL728	FYN	P06241	CHEMBL	2534
prochlorperazine	DB00433	CHEMBL728	HRH1	P35367	CHEMBL,BindingDB	3269
prochlorperazine	DB00433	CHEMBL728	HTR2A	P28223	CHEMBL	3356
prochlorperazine	DB00433	CHEMBL728	HTR2B	P41595	CHEMBL	3357
prochlorperazine	DB00433	CHEMBL728	HTR2C	P28335	CHEMBL,BindingDB	3358
prochlorperazine	DB00433	CHEMBL728	HTR6	P50406	CHEMBL	3362
prochlorperazine	DB00433	CHEMBL728	KCNH2	Q12809	CHEMBL	3757
prochlorperazine	DB00433	CHEMBL728	MCL1	Q07820	BindingDB	4170
prochlorperazine	DB00433	CHEMBL728	SIGMAR1	Q99720	CHEMBL	10280
prochlorperazine	DB00433	CHEMBL728	SLC6A2	P23975	CHEMBL	6530
prochlorperazine	DB00433	CHEMBL728	SLC6A3	Q01959	CHEMBL	6531
prochlorperazine	DB00433	CHEMBL728	SLC6A4	P31645	CHEMBL	6532
procyclidine	DB00387	CHEMBL86715	CHRM3	P11483	BindingDB	1131
procyclidine	DB00387	CHEMBL86715	CHRM5	P08912	BindingDB	1133
procyclidine	DB00387	CHEMBL86715	GRIN1	Q05586	CHEMBL	2902
